Area,AP Ratio,District,Season,crop_name,Production,Max Temp,Min Temp,Min Relative Humidity,Max Relative Humidity
233,3.39055794,Bogura,Kharif 1,Amra,790,30,20.0,60,80
15,0.866666667,Brahmanbaria,Kharif 1,Amra,13,30,20.0,60,80
50,5.26,Chandpur,Kharif 1,Amra,263,30,20.0,60,80
71,2.183098592,Chapai Nawabganj,Kharif 1,Amra,155,30,20.0,60,80
95,4.810526316,Chattogram,Kharif 1,Amra,457,30,20.0,60,80
77,4.701298701,Chuadanga,Kharif 1,Amra,362,30,20.0,60,80
142,2.605633803,CoxsBazar,Kharif 1,Amra,370,30,20.0,60,80
330,1.081818182,Cumilla,Kharif 1,Amra,357,30,20.0,60,80
31,7.580645161,Dhaka,Kharif 1,Amra,235,30,20.0,60,80
47,12.10638298,Dinajpur,Kharif 1,Amra,569,30,20.0,60,80
479,1.350730689,Faridpur,Kharif 1,Amra,647,30,20.0,60,80
28,1.964285714,Feni,Kharif 1,Amra,55,30,20.0,60,80
11,13.54545455,Gaibandha,Kharif 1,Amra,149,30,20.0,60,80
40,5.9,Gazipur,Kharif 1,Amra,236,30,20.0,60,80
52,11.36538462,Gopalganj,Kharif 1,Amra,591,30,20.0,60,80
141,3.780141844,Habiganj,Kharif 1,Amra,533,30,20.0,60,80
86,4.069767442,Jamalpur,Kharif 1,Amra,350,30,20.0,60,80
204,5.980392157,Jashore,Kharif 1,Amra,1220,30,20.0,60,80
742,6.132075472,Jhallokati,Kharif 1,Amra,4550,30,20.0,60,80
97,14.50515464,Jhenaidah,Kharif 1,Amra,1407,30,20.0,60,80
31,9.774193548,Joypurhat,Kharif 1,Amra,303,30,20.0,60,80
129,2.062015504,Khagrachari,Kharif 1,Amra,266,30,20.0,60,80
592,1.491554054,Khulna,Kharif 1,Amra,883,30,20.0,60,80
60,9.45,Kishoreganj,Kharif 1,Amra,567,30,20.0,60,80
24,6.958333333,Kurigram,Kharif 1,Amra,167,30,20.0,60,80
63,9.238095238,Kushtia,Kharif 1,Amra,582,30,20.0,60,80
13,27.69230769,Lakshmipur,Kharif 1,Amra,360,30,20.0,60,80
6,1.5,Lalmonirhat,Kharif 1,Amra,9,30,20.0,60,80
33,21.18181818,Madaripur,Kharif 1,Amra,699,30,20.0,60,80
96,10.33333333,Magura,Kharif 1,Amra,992,30,20.0,60,80
18,4.111111111,Manikganj,Kharif 1,Amra,74,30,20.0,60,80
101,1.851485149,Meherpur,Kharif 1,Amra,187,30,20.0,60,80
86,8.976744186,Moulvibazar,Kharif 1,Amra,772,30,20.0,60,80
15,9.133333333,Munshiganj,Kharif 1,Amra,137,30,20.0,60,80
407,1.680589681,Mymensingh,Kharif 1,Amra,684,30,20.0,60,80
62,5.548387097,Naogaon,Kharif 1,Amra,344,30,20.0,60,80
218,6.119266055,Narail,Kharif 1,Amra,1334,30,20.0,60,80
8,17.125,Narayanganj,Kharif 1,Amra,137,30,20.0,60,80
28,7.857142857,Narsingdi,Kharif 1,Amra,220,30,20.0,60,80
270,3.074074074,Natore,Kharif 1,Amra,830,30,20.0,60,80
64,5.109375,Netrokona,Kharif 1,Amra,327,30,20.0,60,80
5,20.8,Nilphamari,Kharif 1,Amra,104,30,20.0,60,80
79,7.417721519,Noakhali,Kharif 1,Amra,586,30,20.0,60,80
81,3,Pabna,Kharif 1,Amra,243,30,20.0,60,80
19,6.315789474,Panchagar,Kharif 1,Amra,120,30,20.0,60,80
400,1.2325,Patuakhali,Kharif 1,Amra,493,30,20.0,60,80
394,11.64720812,Pirojpur,Kharif 1,Amra,4589,30,20.0,60,80
233,2.30472103,Rajbari,Kharif 1,Amra,537,30,20.0,60,80
183,2.912568306,Rajshahi,Kharif 1,Amra,533,30,20.0,60,80
128,1.7265625,Rangamati,Kharif 1,Amra,221,30,20.0,60,80
12,10,Rangpur,Kharif 1,Amra,120,30,20.0,60,80
391,2.749360614,Satkhira,Kharif 1,Amra,1075,30,20.0,60,80
84,4.047619048,Shariatpur,Kharif 1,Amra,340,30,20.0,60,80
58,5.25862069,Sherpur,Kharif 1,Amra,305,30,20.0,60,80
23,12.13043478,Sirajganj,Kharif 1,Amra,279,30,20.0,60,80
41,0.756097561,Sunamganj,Kharif 1,Amra,31,30,20.0,60,80
66,2.121212121,Sylhet,Kharif 1,Amra,140,30,20.0,60,80
518,0.969111969,Tangail,Kharif 1,Amra,502,30,20.0,60,80
16,6.75,Thakurgaon,Kharif 1,Amra,108,30,20.0,60,80
0,#DIV/0!,Bagerhat,Kharif 2,Arhar,0,30,26.0,20,50
64,0.265625,Bandarban,Kharif 2,Arhar,17,30,26.0,20,50
0,#DIV/0!,Barguna,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Barishal,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Bhola,Kharif 2,Arhar,0,30,26.0,20,50
6,0.333333333,Bogura,Kharif 2,Arhar,2,30,26.0,20,50
0,#DIV/0!,Brahmanbaria,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Chandpur,Kharif 2,Arhar,0,30,26.0,20,50
50,0.38,Chapai Nawabganj,Kharif 2,Arhar,19,30,26.0,20,50
35,0.657142857,Chattogram,Kharif 2,Arhar,23,30,26.0,20,50
24,0.25,Chuadanga,Kharif 2,Arhar,6,30,26.0,20,50
2,2,CoxsBazar,Kharif 2,Arhar,4,30,26.0,20,50
2,0,Cumilla,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Dhaka,Kharif 2,Arhar,0,30,26.0,20,50
15,0.266666667,Dinajpur,Kharif 2,Arhar,4,30,26.0,20,50
5,0.4,Faridpur,Kharif 2,Arhar,2,30,26.0,20,50
11,0.181818182,Feni,Kharif 2,Arhar,2,30,26.0,20,50
49,0.591836735,Gaibandha,Kharif 2,Arhar,29,30,26.0,20,50
2,0,Gazipur,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Gopalganj,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Habiganj,Kharif 2,Arhar,0,30,26.0,20,50
8,0.25,Jamalpur,Kharif 2,Arhar,2,30,26.0,20,50
12,0.333333333,Jashore,Kharif 2,Arhar,4,30,26.0,20,50
0,#DIV/0!,Jhallokati,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Jhenaidah,Kharif 2,Arhar,0,30,26.0,20,50
20,0.4,Joypurhat,Kharif 2,Arhar,8,30,26.0,20,50
29,0.310344828,Khagrachari,Kharif 2,Arhar,9,30,26.0,20,50
0,#DIV/0!,Khulna,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Kishoreganj,Kharif 2,Arhar,0,30,26.0,20,50
61,0.295081967,Kurigram,Kharif 2,Arhar,18,30,26.0,20,50
91,0.472527473,Kushtia,Kharif 2,Arhar,43,30,26.0,20,50
14,0.142857143,Lakshmipur,Kharif 2,Arhar,2,30,26.0,20,50
7,0.142857143,Lalmonirhat,Kharif 2,Arhar,1,30,26.0,20,50
0,#DIV/0!,Madaripur,Kharif 2,Arhar,0,30,26.0,20,50
11,0.272727273,Magura,Kharif 2,Arhar,3,30,26.0,20,50
0,#DIV/0!,Manikganj,Kharif 2,Arhar,0,30,26.0,20,50
16,0.375,Meherpur,Kharif 2,Arhar,6,30,26.0,20,50
26,0.269230769,Moulvibazar,Kharif 2,Arhar,7,30,26.0,20,50
12,0.25,Munshiganj,Kharif 2,Arhar,3,30,26.0,20,50
0,#DIV/0!,Mymensingh,Kharif 2,Arhar,0,30,26.0,20,50
132,0.416666667,Naogaon,Kharif 2,Arhar,55,30,26.0,20,50
0,#DIV/0!,Narail,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Narayanganj,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Narsingdi,Kharif 2,Arhar,0,30,26.0,20,50
15,0.2,Natore,Kharif 2,Arhar,3,30,26.0,20,50
8,0.375,Netrokona,Kharif 2,Arhar,3,30,26.0,20,50
0,#DIV/0!,Nilphamari,Kharif 2,Arhar,0,30,26.0,20,50
40,0.25,Noakhali,Kharif 2,Arhar,10,30,26.0,20,50
7,0.714285714,Pabna,Kharif 2,Arhar,5,30,26.0,20,50
0,#DIV/0!,Panchagar,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Patuakhali,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Pirojpur,Kharif 2,Arhar,0,30,26.0,20,50
33,0.272727273,Rajbari,Kharif 2,Arhar,9,30,26.0,20,50
6,0.166666667,Rajshahi,Kharif 2,Arhar,1,30,26.0,20,50
151,0.529801325,Rangamati,Kharif 2,Arhar,80,30,26.0,20,50
83,0.734939759,Rangpur,Kharif 2,Arhar,61,30,26.0,20,50
0,#DIV/0!,Satkhira,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Shariatpur,Kharif 2,Arhar,0,30,26.0,20,50
8,0.375,Sherpur,Kharif 2,Arhar,3,30,26.0,20,50
0,#DIV/0!,Sirajganj,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Sunamganj,Kharif 2,Arhar,0,30,26.0,20,50
0,#DIV/0!,Sylhet,Kharif 2,Arhar,0,30,26.0,20,50
3,0,Tangail,Kharif 2,Arhar,0,30,26.0,20,50
40,0.35,Thakurgaon,Kharif 2,Arhar,14,30,26.0,20,50
14355,1.118843608,Bagerhat,Kharif 1,Aus,16061,40,12.0,60,85
30323,0.80681331,Bandarban,Kharif 1,Aus,24465,40,12.0,60,85
136821,1.023665958,Barguna,Kharif 1,Aus,140059,40,12.0,60,85
44719,0.756479349,Barishal,Kharif 1,Aus,33829,40,12.0,60,85
225181,0.784697643,Bhola,Kharif 1,Aus,176699,40,12.0,60,85
79878,0.979318461,Bogura,Kharif 1,Aus,78226,40,12.0,60,85
28171,1.044016897,Brahmanbaria,Kharif 1,Aus,29411,40,12.0,60,85
26157,1.04304775,Chandpur,Kharif 1,Aus,27283,40,12.0,60,85
112725,1.093138168,Chapai Nawabganj,Kharif 1,Aus,123224,40,12.0,60,85
87232,1.168241012,Chattogram,Kharif 1,Aus,101908,40,12.0,60,85
105578,1.08818125,Chuadanga,Kharif 1,Aus,114888,40,12.0,60,85
7479,1.064447119,CoxsBazar,Kharif 1,Aus,7961,40,12.0,60,85
194395,0.950940096,Cumilla,Kharif 1,Aus,184858,40,12.0,60,85
1454,0.790233838,Dhaka,Kharif 1,Aus,1149,40,12.0,60,85
28663,0.846980428,Dinajpur,Kharif 1,Aus,24277,40,12.0,60,85
21437,0.625693894,Faridpur,Kharif 1,Aus,13413,40,12.0,60,85
27313,0.894372643,Feni,Kharif 1,Aus,24428,40,12.0,60,85
34902,0.849607472,Gaibandha,Kharif 1,Aus,29653,40,12.0,60,85
3943,1.305351255,Gazipur,Kharif 1,Aus,5147,40,12.0,60,85
9664,1.432326159,Gopalganj,Kharif 1,Aus,13842,40,12.0,60,85
191786,1.085219985,Habiganj,Kharif 1,Aus,208130,40,12.0,60,85
9975,0.917994987,Jamalpur,Kharif 1,Aus,9157,40,12.0,60,85
41981,1.262070937,Jashore,Kharif 1,Aus,52983,40,12.0,60,85
39679,1.070692306,Jhallokati,Kharif 1,Aus,42484,40,12.0,60,85
87423,1.223591046,Jhenaidah,Kharif 1,Aus,106970,40,12.0,60,85
1038,0.944123314,Joypurhat,Kharif 1,Aus,980,40,12.0,60,85
11154,1.009144701,Khagrachari,Kharif 1,Aus,11256,40,12.0,60,85
9017,0.548075857,Khulna,Kharif 1,Aus,4942,40,12.0,60,85
66014,1.050216621,Kishoreganj,Kharif 1,Aus,69329,40,12.0,60,85
16357,0.843797762,Kurigram,Kharif 1,Aus,13802,40,12.0,60,85
67774,1.167424086,Kushtia,Kharif 1,Aus,79121,40,12.0,60,85
80238,0.885615294,Lakshmipur,Kharif 1,Aus,71060,40,12.0,60,85
27851,1.01267459,Lalmonirhat,Kharif 1,Aus,28204,40,12.0,60,85
4854,0.684796044,Madaripur,Kharif 1,Aus,3324,40,12.0,60,85
14520,0.834917355,Magura,Kharif 1,Aus,12123,40,12.0,60,85
8158,0.854008335,Manikganj,Kharif 1,Aus,6967,40,12.0,60,85
51464,1.24450101,Meherpur,Kharif 1,Aus,64047,40,12.0,60,85
129959,1.211181988,Moulvibazar,Kharif 1,Aus,157404,40,12.0,60,85
447,0.897091723,Munshiganj,Kharif 1,Aus,401,40,12.0,60,85
58364,0.93506271,Mymensingh,Kharif 1,Aus,54574,40,12.0,60,85
158927,1.077677173,Naogaon,Kharif 1,Aus,171272,40,12.0,60,85
22828,0.839933415,Narail,Kharif 1,Aus,19174,40,12.0,60,85
6054,0.932606541,Narayanganj,Kharif 1,Aus,5646,40,12.0,60,85
3735,1.089959839,Narsingdi,Kharif 1,Aus,4071,40,12.0,60,85
24015,1.151405372,Natore,Kharif 1,Aus,27651,40,12.0,60,85
3609,0.961485176,Netrokona,Kharif 1,Aus,3470,40,12.0,60,85
4312,0.826762523,Nilphamari,Kharif 1,Aus,3565,40,12.0,60,85
99075,0.868301792,Noakhali,Kharif 1,Aus,86027,40,12.0,60,85
59351,0.848073326,Pabna,Kharif 1,Aus,50334,40,12.0,60,85
6020,1.027408638,Panchagar,Kharif 1,Aus,6185,40,12.0,60,85
83287,1.017097506,Patuakhali,Kharif 1,Aus,84711,40,12.0,60,85
33909,0.948538736,Pirojpur,Kharif 1,Aus,32164,40,12.0,60,85
6411,0.699578849,Rajbari,Kharif 1,Aus,4485,40,12.0,60,85
108931,1.151600554,Rajshahi,Kharif 1,Aus,125445,40,12.0,60,85
14523,0.625972595,Rangamati,Kharif 1,Aus,9091,40,12.0,60,85
63967,1.11011928,Rangpur,Kharif 1,Aus,71011,40,12.0,60,85
19706,1.143306607,Satkhira,Kharif 1,Aus,22530,40,12.0,60,85
30842,0.983107451,Shariatpur,Kharif 1,Aus,30321,40,12.0,60,85
12847,0.948859656,Sherpur,Kharif 1,Aus,12190,40,12.0,60,85
25932,1.043884004,Sirajganj,Kharif 1,Aus,27070,40,12.0,60,85
50522,1.088654448,Sunamganj,Kharif 1,Aus,55001,40,12.0,60,85
183424,1.07249324,Sylhet,Kharif 1,Aus,196721,40,12.0,60,85
2964,0.866734143,Tangail,Kharif 1,Aus,2569,40,12.0,60,85
61148,1.07875973,Thakurgaon,Kharif 1,Aus,65964,40,12.0,60,85
2077,4.158401541,Bagerhat,Rabi,Banana,8637,35,15.0,75,85
3830,4.812010444,Bandarban,Rabi,Banana,18430,35,15.0,75,85
305,4.580327869,Barguna,Rabi,Banana,1397,35,15.0,75,85
1760,3.284659091,Barishal,Rabi,Banana,5781,35,15.0,75,85
563,3.621669627,Bhola,Rabi,Banana,2039,35,15.0,75,85
2572,7.9062986,Bogura,Rabi,Banana,20335,35,15.0,75,85
269,3.828996283,Brahmanbaria,Rabi,Banana,1030,35,15.0,75,85
990,5.182828283,Chandpur,Rabi,Banana,5131,35,15.0,75,85
419,8.102625298,Chapai Nawabganj,Rabi,Banana,3395,35,15.0,75,85
2961,4.901384667,Chattogram,Rabi,Banana,14513,35,15.0,75,85
1813,9.927744071,Chuadanga,Rabi,Banana,17999,35,15.0,75,85
854,2.710772834,CoxsBazar,Rabi,Banana,2315,35,15.0,75,85
849,4.628975265,Cumilla,Rabi,Banana,3930,35,15.0,75,85
588,6.930272109,Dhaka,Rabi,Banana,4075,35,15.0,75,85
2772,10.43001443,Dinajpur,Rabi,Banana,28912,35,15.0,75,85
202,3.089108911,Faridpur,Rabi,Banana,624,35,15.0,75,85
483,4.461697723,Feni,Rabi,Banana,2155,35,15.0,75,85
3459,18.04191963,Gaibandha,Rabi,Banana,62407,35,15.0,75,85
1499,6.112741828,Gazipur,Rabi,Banana,9163,35,15.0,75,85
909,5.922992299,Gopalganj,Rabi,Banana,5384,35,15.0,75,85
279,2.777777778,Habiganj,Rabi,Banana,775,35,15.0,75,85
1324,5.530966767,Jamalpur,Rabi,Banana,7323,35,15.0,75,85
1973,5.144450076,Jashore,Rabi,Banana,10150,35,15.0,75,85
2910,3.264604811,Jhallokati,Rabi,Banana,9500,35,15.0,75,85
8152,6.176521099,Jhenaidah,Rabi,Banana,50351,35,15.0,75,85
416,7.34375,Joypurhat,Rabi,Banana,3055,35,15.0,75,85
7462,3.610024122,Khagrachari,Rabi,Banana,26938,35,15.0,75,85
305,16.79672131,Khulna,Rabi,Banana,5123,35,15.0,75,85
1536,7.524088542,Kishoreganj,Rabi,Banana,11557,35,15.0,75,85
520,10.18461538,Kurigram,Rabi,Banana,5296,35,15.0,75,85
1760,21.00113636,Kushtia,Rabi,Banana,36962,35,15.0,75,85
3250,3.825230769,Lakshmipur,Rabi,Banana,12432,35,15.0,75,85
277,10.83393502,Lalmonirhat,Rabi,Banana,3001,35,15.0,75,85
1584,7.698863636,Madaripur,Rabi,Banana,12195,35,15.0,75,85
563,26.32149201,Magura,Rabi,Banana,14819,35,15.0,75,85
601,3.271214642,Manikganj,Rabi,Banana,1966,35,15.0,75,85
2432,15.37787829,Meherpur,Rabi,Banana,37399,35,15.0,75,85
269,5.289962825,Moulvibazar,Rabi,Banana,1423,35,15.0,75,85
170,3.805882353,Munshiganj,Rabi,Banana,647,35,15.0,75,85
5325,6.798122066,Mymensingh,Rabi,Banana,36200,35,15.0,75,85
1631,8.50030656,Naogaon,Rabi,Banana,13864,35,15.0,75,85
638,6.887147335,Narail,Rabi,Banana,4394,35,15.0,75,85
195,5.128205128,Narayanganj,Rabi,Banana,1000,35,15.0,75,85
3677,6.819146043,Narsingdi,Rabi,Banana,25074,35,15.0,75,85
856,16.77570093,Natore,Rabi,Banana,14360,35,15.0,75,85
804,5.706467662,Netrokona,Rabi,Banana,4588,35,15.0,75,85
439,8.364464692,Nilphamari,Rabi,Banana,3672,35,15.0,75,85
1212,2.882013201,Noakhali,Rabi,Banana,3493,35,15.0,75,85
756,7.35978836,Pabna,Rabi,Banana,5564,35,15.0,75,85
402,12.6119403,Panchagar,Rabi,Banana,5070,35,15.0,75,85
561,3.360071301,Patuakhali,Rabi,Banana,1885,35,15.0,75,85
2786,4.829145729,Pirojpur,Rabi,Banana,13454,35,15.0,75,85
1071,5.843137255,Rajbari,Rabi,Banana,6258,35,15.0,75,85
4672,10.23587329,Rajshahi,Rabi,Banana,47822,35,15.0,75,85
9230,4.629902492,Rangamati,Rabi,Banana,42734,35,15.0,75,85
2321,5.618698837,Rangpur,Rabi,Banana,13041,35,15.0,75,85
995,6.271356784,Satkhira,Rabi,Banana,6240,35,15.0,75,85
413,3.784503632,Shariatpur,Rabi,Banana,1563,35,15.0,75,85
623,5.585874799,Sherpur,Rabi,Banana,3480,35,15.0,75,85
583,7.468267581,Sirajganj,Rabi,Banana,4354,35,15.0,75,85
325,5.996923077,Sunamganj,Rabi,Banana,1949,35,15.0,75,85
855,3.907602339,Sylhet,Rabi,Banana,3341,35,15.0,75,85
11391,7.752962865,Tangail,Rabi,Banana,88314,35,15.0,75,85
1161,5.043066322,Thakurgaon,Rabi,Banana,5855,35,15.0,75,85
457,1.192560175,Bagerhat,Kharif 2,Barbati,545,30,20.0,60,85
318,1.301886792,Bandarban,Kharif 2,Barbati,414,30,20.0,60,85
89,1.449438202,Barguna,Kharif 2,Barbati,129,30,20.0,60,85
325,1.347692308,Barishal,Kharif 2,Barbati,438,30,20.0,60,85
243,1.962962963,Bhola,Kharif 2,Barbati,477,30,20.0,60,85
296,2.043918919,Bogura,Kharif 2,Barbati,605,30,20.0,60,85
207,1.555555556,Brahmanbaria,Kharif 2,Barbati,322,30,20.0,60,85
82,0.646341463,Chandpur,Kharif 2,Barbati,53,30,20.0,60,85
85,1.117647059,Chapai Nawabganj,Kharif 2,Barbati,95,30,20.0,60,85
1497,1.936539746,Chattogram,Kharif 2,Barbati,2899,30,20.0,60,85
638,2.484326019,Chuadanga,Kharif 2,Barbati,1585,30,20.0,60,85
304,2.029605263,CoxsBazar,Kharif 2,Barbati,617,30,20.0,60,85
440,1.995454545,Cumilla,Kharif 2,Barbati,878,30,20.0,60,85
587,1.574105622,Dhaka,Kharif 2,Barbati,924,30,20.0,60,85
267,1.168539326,Dinajpur,Kharif 2,Barbati,312,30,20.0,60,85
241,1.564315353,Faridpur,Kharif 2,Barbati,377,30,20.0,60,85
115,1.07826087,Feni,Kharif 2,Barbati,124,30,20.0,60,85
153,1.209150327,Gaibandha,Kharif 2,Barbati,185,30,20.0,60,85
253,1.150197628,Gazipur,Kharif 2,Barbati,291,30,20.0,60,85
195,1.794871795,Gopalganj,Kharif 2,Barbati,350,30,20.0,60,85
215,3.56744186,Habiganj,Kharif 2,Barbati,767,30,20.0,60,85
253,1.529644269,Jamalpur,Kharif 2,Barbati,387,30,20.0,60,85
590,2.462711864,Jashore,Kharif 2,Barbati,1453,30,20.0,60,85
180,1.033333333,Jhallokati,Kharif 2,Barbati,186,30,20.0,60,85
313,2.418530351,Jhenaidah,Kharif 2,Barbati,757,30,20.0,60,85
97,1.515463918,Joypurhat,Kharif 2,Barbati,147,30,20.0,60,85
971,2.276004119,Khagrachari,Kharif 2,Barbati,2210,30,20.0,60,85
292,1.410958904,Khulna,Kharif 2,Barbati,412,30,20.0,60,85
160,1.65625,Kishoreganj,Kharif 2,Barbati,265,30,20.0,60,85
218,1.458715596,Kurigram,Kharif 2,Barbati,318,30,20.0,60,85
185,3.794594595,Kushtia,Kharif 2,Barbati,702,30,20.0,60,85
161,2.254658385,Lakshmipur,Kharif 2,Barbati,363,30,20.0,60,85
163,1.190184049,Lalmonirhat,Kharif 2,Barbati,194,30,20.0,60,85
67,2.955223881,Madaripur,Kharif 2,Barbati,198,30,20.0,60,85
59,2.237288136,Magura,Kharif 2,Barbati,132,30,20.0,60,85
194,1.458762887,Manikganj,Kharif 2,Barbati,283,30,20.0,60,85
102,5.284313725,Meherpur,Kharif 2,Barbati,539,30,20.0,60,85
355,2.490140845,Moulvibazar,Kharif 2,Barbati,884,30,20.0,60,85
100,1.68,Munshiganj,Kharif 2,Barbati,168,30,20.0,60,85
566,2.153710247,Mymensingh,Kharif 2,Barbati,1219,30,20.0,60,85
153,1.176470588,Naogaon,Kharif 2,Barbati,180,30,20.0,60,85
184,2.380434783,Narail,Kharif 2,Barbati,438,30,20.0,60,85
