Nitrogen Content,Posphorous Content,Potassium Content,temperature,humidity,ph,rainfall,label
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans
16,18,26,28.43647052,91.81320717,5.568365926,145.5414413,coconut
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,pigeonpeas
77,51,44,23.25583402,82.7015932,7.124333547,166.2160846,jute
7,15,32,25.03512351,95.89739958,6.182232762,174.796583,coconut
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean
31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
102,46,19,22.77076388,82.5993307,6.631005298,81.49543437,cotton
72,42,43,26.56767277,80.90424543,6.352771037,181.2915605,jute
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,mungbean
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,mungbean
86,6,53,25.92030221,83.47202566,6.921847888,42.10681516,watermelon
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,pigeonpeas
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,jute
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize
52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,blackgram
10,70,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil
90,42,43,20.87974371,82.00274423,6.502985292,202.9355362,rice
25,129,195,17.98667801,81.17712085,5.777271492,72.37127689,grapes
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans
113,33,34,26.00373964,62.1445102,6.559817161,153.477776,coffee
95,39,29,27.35152643,55.99375012,7.13411409,148.9812525,coffee
10,9,28,29.01256899,94.01014388,6.282955073,150.0500312,coconut
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice
91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,rice
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,mungbean
36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango
9,139,199,23.25230817,94.54128292,5.867420996,105.3558408,apple
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
111,5,47,28.03306461,91.47355778,6.274452811,21.17924769,muskmelon
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,kidneybeans
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean
105,88,54,25.78749808,84.51194224,6.020445317,114.2005455,banana
16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,mungbean
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,coconut
20,60,78,18.17234999,14.70085967,6.358740355,90.7760707,chickpea
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
24,142,202,22.53779727,91.48135786,5.710819862,101.8474768,apple
107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,muskmelon
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,lentil
23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,coffee
4,80,16,29.19585548,68.01965728,7.441976825,44.93261911,lentil
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,mothbeans
57,57,75,17.09104223,18.25142068,7.785039076,87.27444866,chickpea
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,papaya
92,75,45,29.01207743,77.95192527,5.674403359,90.43495443,banana
14,76,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil
14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,orange
100,40,35,27.56441788,54.41094079,6.955787351,177.816092,coffee
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut
22,133,201,23.81995682,80.12211649,6.00299607,67.2739864,grapes
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes
9,143,197,23.75033085,92.88160462,5.570020684,117.6602827,apple
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,chickpea
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
89,83,47,28.09577643,77.79586769,5.63127166,109.5408614,banana
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut
90,48,45,24.06475727,71.31342851,6.509174789,153.6390212,jute
18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
122,48,16,24.65425757,75.6350708,6.307585854,61.82980133,cotton
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,kidneybeans
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
95,27,55,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon
58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,blackgram
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,papaya
26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,pigeonpeas
5,136,195,22.35628673,91.92360477,6.264202804,107.7697413,apple
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,mungbean
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,mungbean
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans
33,59,19,23.19305333,62.74710773,7.641024177,49.55213308,lentil
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,coconut
22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,kidneybeans
4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice
115,17,55,27.57826922,94.11878202,6.776533055,28.08253201,muskmelon
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
23,23,30,32.82141065,47.45553843,4.755273631,90.89173106,mango
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,orange
117,86,48,28.6956201,82.54195839,6.225225239,116.1616839,banana
35,66,81,19.37101121,15.77458129,6.138243973,85.24819851,chickpea
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice
34,15,34,27.05826457,91.10510371,5.677282678,224.7006953,coconut
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,blackgram
8,15,33,28.97318719,98.09861043,5.50158009,213.9011021,coconut
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon
6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,pigeonpeas
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice
90,46,42,23.97898217,81.45061596,7.50283396,250.0832336,rice
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,mothbeans
12,129,205,22.36238282,91.15761594,6.119432215,118.6832725,apple
120,19,49,25.79448878,84.26830701,6.762471629,56.45229202,watermelon
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
126,38,23,25.36243778,83.63276077,6.176716425,88.43618918,cotton
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,lentil
28,130,196,22.13450646,94.67695747,6.062356467,112.9203223,apple
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil
104,17,46,25.7131428,80.22972777,6.190015912,43.08961827,watermelon
35,125,204,19.6491772,80.15215777,6.107741788,73.69529586,grapes
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas
32,141,204,8.825674745,82.89753705,5.536645599,67.235765,grapes
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton
13,64,20,19.1345771,62.57526895,6.590571088,36.46946971,lentil
17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans
38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes
88,38,15,25.08239719,65.92195844,6.455116637,62.49190812,maize
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans
130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute
90,50,44,26.91643698,73.48655995,6.253408852,171.4716375,jute
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
102,37,25,25.31468463,77.91757121,5.907930899,72.82902109,cotton
82,77,46,28.9470467,82.1888998,5.901100841,95.83016448,banana
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton
7,16,9,18.87957654,92.04304496,7.813916603,114.6659511,orange
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,mungbean
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,orange
80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon
114,40,23,25.53676123,81.13668716,6.753978061,95.4262599,cotton
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
2,123,198,39.64851881,82.21079946,6.253034534,70.39906054,grapes
4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,kidneybeans
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,blackgram
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize
27,60,17,26.41768321,63.64698302,7.026795359,64.42177127,blackgram
4,134,200,28.57828803,80.95628959,5.840256272,73.34232097,grapes
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango
22,64,82,19.48974337,17.17260319,6.4740245,87.51312796,chickpea
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea
91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
95,23,45,27.82424457,90.56698742,6.266208727,21.19014526,muskmelon
118,88,52,28.65003945,82.68752542,5.843163161,98.75084366,banana
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,lentil
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
102,71,48,28.65456263,79.28693687,5.695267822,102.4633775,banana
12,142,203,31.3115978,82.56407013,5.972850838,65.01095312,grapes
83,7,45,29.08417927,90.73891887,6.704104127,25.33014238,muskmelon
38,19,31,34.73823882,49.08864345,5.855119268,90.65022183,mango
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans
71,52,18,25.10787449,55.97732754,5.790770203,78.16077693,maize
92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,rice
34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
117,25,53,29.11858526,92.12543021,6.413927319,24.52020164,muskmelon
5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate
95,52,36,26.22916897,83.83625819,5.543360238,286.5083725,rice
30,137,200,22.91430043,90.70475565,5.603413172,118.6044645,apple
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,jute
99,70,46,26.59580783,82.99556744,5.727469947,100.5123341,banana
82,26,47,28.50416396,93.46806467,6.565312653,24.20007242,muskmelon
27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,coconut
85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,rice
16,14,30,29.70931288,96.30484325,6.37466756,209.8453993,coconut
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram
11,122,195,12.14190714,83.56812483,5.647202395,69.63122027,grapes
28,122,197,19.89363946,82.73366439,5.856575335,69.66256816,grapes
118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,coffee
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize
19,122,202,23.34467359,90.37981478,5.811975094,112.8954016,apple
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,blackgram
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
112,87,48,27.19711623,77.3970629,6.200111068,99.46950465,banana
23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,kidneybeans
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,mungbean
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange
27,138,201,23.66682067,93.90191078,5.952367662,105.4004751,apple
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,papaya
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean
34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,kidneybeans
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
22,67,22,29.03017561,64.49166566,7.475926645,54.9393771,lentil
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon
3,141,197,21.98141856,91.12719303,6.142803397,115.4789148,apple
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee
61,41,35,24.97178693,79.47557931,6.842966479,195.7571622,jute
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
23,75,17,24.87425505,64.00213929,7.198076286,48.28137482,lentil
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,apple
12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango
12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,banana
69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,papaya
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,mungbean
20,28,26,26.37978453,91.49882979,5.547594847,167.0470997,coconut
23,7,34,26.1055118,91.52421214,5.852038202,134.1279669,coconut
38,77,22,28.234829,69.3159965,6.313284268,35.36831423,lentil
5,32,33,32.32362177,52.5896771,5.842763773,93.36718816,mango
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
67,45,38,22.72791041,82.1706881,7.300410836,260.8875056,rice
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,coconut
9,8,15,14.34320488,94.35734702,7.994465371,110.2223123,orange
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,mungbean
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice
54,77,85,17.1418614,17.0662427,7.829211144,83.74606679,chickpea
15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,mungbean
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
39,17,45,18.09691127,90.42177379,6.924490731,104.88189,pomegranate
9,122,201,29.58748357,80.91934392,5.570290539,68.06417307,grapes
77,52,41,23.89069041,83.46409075,6.097294061,167.7230632,jute
131,60,17,25.32023717,81.79475917,7.425041316,83.46532547,cotton
108,23,51,26.84366082,83.85039964,6.106500787,40.228644,watermelon
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,mungbean
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana
82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
89,9,47,29.47156259,90.77069618,6.668382766,28.75226067,muskmelon
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,blackgram
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,pigeonpeas
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
90,14,52,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana
30,70,79,20.26942271,19.96978871,7.313122235,69.64449182,chickpea
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,watermelon
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
63,47,35,26.98582182,89.05587886,7.432768147,193.8778713,jute
18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,kidneybeans
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,blackgram
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee
95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans
83,15,49,28.92705913,91.39356832,6.438008153,23.20076686,muskmelon
117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes
