nitrogen,phosphorus,potassium,temperature,humidity,pH,rainfall,response,label,y_pred
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,You should consider growing rice. The conditions on your farmland are suitable for its growth.,rice,1
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Considering the soil nutrients and pH, rice could be a good choice for your farmland. Adjust the humidity measurement, as 132% is not a possible value.",rice,1
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Based on the soil conditions and climate data, you can grow crops like rice, sugarcane, or leafy vegetables. These crops generally do well in such environments.",rice,1
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Given the conditions, consider growing rice. It thrives in high humidity and rainfall, and the nutrient levels are suitable.",rice,1
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Based on your soil and climate conditions, consider growing rice or leafy vegetables like spinach. These crops thrive well in similar environments.",rice,1
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Your soil and weather conditions are suitable for growing crops like wheat, maize, and vegetables like tomatoes.",rice,0
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Consider growing rice or corn, as they generally thrive in the described conditions of your farmland.",rice,1
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Based on the conditions provided, consider growing rice, as it thrives in high humidity and substantial rainfall. The nutrients and pH level are also favorable for rice cultivation.",rice,1
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,Consider growing rice or wheat. Both crops typically do well with your soil conditions and rainfall.,rice,1
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"You could consider growing wheat, as it generally does well with your soil conditions and climate parameters.",rice,0
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Given your soil and climate conditions, consider growing rice or wheat. Both crops thrive well under these parameters.",rice,1
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Considering your soil and climate conditions, rice or soybean could be good options for your farmland. Their growth might thrive with the nitrogen level and high humidity indicated.",rice,1
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Rice would be a suitable crop for your farmland. It thrives well with high humidity, good rainfall, and the given soil conditions.",rice,0
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Considering your soil's current nutrient levels, pH, and rainfall, leafy greens like lettuce or spinach would be a suitable choice. The temperature and humidity might need to be monitored closely for the best yield.",rice,0
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Considering your soil conditions and climate, you could grow vegetables like carrots or leafy greens, or grains like wheat. Ensure to adjust the humidity levels as they seem abnormally high.",rice,0
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,Consider growing rice or sugarcane given your soil and weather conditions.,rice,1
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Considering the conditions, vegetables like tomatoes or leafy greens could be suitable. They thrive in slightly acidic to neutral soils with moderate nutrient levels and can tolerate high humidity.",rice,0
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Based on your soil conditions and climate, corn or wheat would be good options to consider. They typically thrive in soils with the given nutrient levels, temperature, and pH.",rice,0
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Based on your soil and climate data, leafy greens like lettuce and spinach or root vegetables like carrots might grow well. Ensure you manage the high humidity to prevent plant diseases.",rice,0
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,"Based on your soil and weather conditions, you could consider growing corn or wheat. Both crops can thrive with the given nutrient levels, pH, and rainfall.",rice,0
90,42,43,20.87974371,132.00274423000002,6.502985292,202.9355362,You could consider growing rice or maize. These crops generally do well in the conditions you described.,rice,1
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,"Considering your soil and climate conditions, you might consider growing rice, as it thrives in high humidity, moderate temperatures, and higher rainfall amounts. Additionally, rice can tolerate a slightly acidic pH.",rice,1
92,35,40,22.17931888,80.33127223,6.357389366,200.0882787,"Your farmland conditions are ideal for growing rice. Rice thrives in warm temperatures, high humidity, and requires a good amount of water.",rice,1
85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,"Given the soil conditions and climate, rice or sugarcane would be suitable crops for your farmland.",rice,1
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,"You might consider growing rice, as it thrives in conditions with high humidity, ample rainfall, and slightly acidic soil.",rice,1
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,"Given your soil conditions, you could consider growing rice or maize. These crops thrive well under your current nutrient, temperature, and rainfall levels.",rice,1
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,"Consider growing rice or maize, as they can thrive in your soil and climate conditions.",rice,1
99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,"You can grow rice or sugarcane, as they thrive well in such conditions.",rice,1
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,"You should consider growing rice or sugarcane, as they thrive in warm temperatures, high humidity, and acidic soil with good rainfall.",rice,1
60,43,44,21.01944696,82.95221726,7.416245107,298.4018471,"You could consider growing cucumbers, peppers, or sweet corn as they thrive in those soil and weather conditions.",rice,0
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,"Consider growing rice, as it thrives well in your farmland's conditions, including the nitrogen, phosphorus, potassium levels, temperature, humidity, pH, and rainfall.",rice,1
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,"Your farmland is suitable for growing rice. It thrives in conditions with high humidity, adequate nutrients, and substantial rainfall.",rice,1
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,"Based on your soil and climate conditions, growing rice would be suitable. Adjusting the soil pH might help improve crop yield.",rice,1
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,"Based on your soil and climate conditions, rice or maize would be good options for your farmland.",rice,1
82,40,40,23.83067496,84.81360127,6.271478838,298.5601175,"Based on your soil and climate conditions, rice would be a suitable crop for your farmland.",rice,1
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,"Considering the soil nutrients, temperature, and pH, rice could be a good option for your farmland.",rice,1
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,"Based on your soil and weather conditions, you could grow rice or tomatoes. Both crops thrive with your nitrogen, phosphorus, potassium levels, temperature, humidity, pH, and rainfall.",rice,1
76,49,42,24.958779,84.47963372,5.206373153,196.9560008,"With these conditions, you could consider growing rice or maize. These crops thrive in acidic soils with high rainfall and humidity.",rice,1
74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,"Based on your soil and weather conditions, rice would be a suitable crop for your farmland. It thrives in warm temperatures, high humidity, and good rainfall.",rice,1
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,"Given your soil and climate conditions, rice would be a suitable crop to grow.",rice,1
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,"Considering your soil and climate conditions, rice would be a good crop choice.",rice,1
90,42,43,20.87974371,82.00274423,6.502985292,10.76,"You could consider growing leafy greens like lettuce or spinach, as they generally do well with your soil and climate conditions.",rice,0
90,42,43,20.87974371,82.00274423,6.502985292,11.76,"Given the conditions, you could consider growing leafy vegetables like spinach or lettuce. They thrive in these soil and environmental conditions.",rice,0
90,42,43,20.87974371,82.00274423,6.502985292,12.76,"Based on your soil and climate conditions, leafy greens like spinach and lettuce would grow well. Consider also growing beans or root vegetables like carrots.",rice,0
90,42,43,20.87974371,82.00274423,6.502985292,13.76,"Based on your soil and climate conditions, you could consider growing tomatoes, corn, or beans. These crops thrive well in the provided nutrient levels, temperature, pH, and humidity.",rice,0
90,42,43,20.87974371,82.00274423,6.502985292,14.76,"Considering your soil and climate conditions, you could grow vegetables like tomatoes or leafy greens, or cereals like rice and wheat.",rice,1
90,42,43,20.87974371,82.00274423,6.502985292,15.76,"Considering your soil conditions and climate, you might consider growing lettuce, spinach, or beans. These crops thrive in slightly acidic soil with moderate nutrient levels and prefer cooler temperatures.",rice,0
90,42,43,20.87974371,82.00274423,6.502985292,16.759999999999998,"Considering your soil and climate conditions, you could grow crops like wheat, soybeans, or maize. They are generally suitable for these nutrient levels, temperature, and humidity.",rice,0
90,42,43,20.87974371,82.00274423,6.502985292,17.759999999999998,"Based on your soil data and conditions, leafy greens like spinach or lettuce could grow well. They thrive with the nitrogen level, temperatures, and pH you have.",rice,0
90,42,43,20.87974371,82.00274423,6.502985292,18.76,"With your soil conditions and climate, you could consider growing crops like tomatoes, beans, or lettuce. These crops generally thrive well in similar settings.",rice,0
90,42,43,20.87974371,82.00274423,6.502985292,19.76,"You might consider growing corn, as it can thrive in conditions with your soil nutrients and pH level. Additionally, corn does well with moderate temperature and humidity.",rice,0
90,42,43,20.87974371,82.00274423,6.502985292,20.76,"Given the soil nutrients and weather conditions, corn or beans would be suitable crops for your farmland.",maize,0
