nitrogen,phosphorus,potassium,temperature,humidity,pH,rainfall,response,label,y_pred
77,38,36,21.8652524,80.1923008,5.953933276,224.55501690000003,"You should consider growing rice on your farmland, as the conditions align with successful past experiences of growing rice.",rice,1
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618000001,"Based on the given soil and weather conditions, you should consider growing rice. The conditions closely match those needed for rice cultivation.",rice,1
89,45,36,21.32504158,80.47476396,6.442475375,185.4974732,"Based on the conditions of your farmland, rice would be a suitable crop to grow. The soil nutrients, temperature, humidity, pH, and rainfall levels match the conditions where rice has been successful in the past.",rice,1
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,"Based on your current soil and weather conditions, rice would be a suitable crop to grow on your farmland.",rice,1
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,"Based on your soil and weather conditions, rice would be a suitable crop for your farmland. The current conditions are similar to past setups where rice was successfully grown.",rice,1
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,"Based on your soil nutrients, temperature, humidity, pH value, and rainfall, rice would be a suitable crop for your farmland. The conditions are similar to those under which rice has been successfully grown in the past.",rice,1
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,"Given the conditions, rice would be a suitable crop for your farmland.",rice,1
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,"Given the current conditions of your farmland, it would be suitable to grow rice. The data suggests that rice can thrive under similar conditions to what you have on your land.",rice,1
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,"Based on your land's conditions and comparing with past data, rice seems suitable for your farmland. The nitrogen, phosphorus, potassium, temperature, humidity, pH, and rainfall levels are all within similar ranges where rice has been grown before.",rice,1
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,"Rice is a suitable crop for your farmland based on the given conditions. The temperature, humidity, and other factors match well with successful past data for growing rice.",rice,1
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,"Based on the data provided, rice would be a suitable crop to grow on your farmland. The conditions of nitrogen, phosphorus, and potassium levels, along with temperature, humidity, pH, and rainfall, are generally in line with past successful rice crops.",rice,1
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,You should consider growing rice. The conditions on your farmland are similar to those where rice was successfully grown in the past.,rice,1
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,"Based on your current soil and climate conditions, another crop instead of rice might be more suitable because the nitrogen, temperature, and pH levels are not quite ideal for rice. Consider consulting with a local agricultural advisor for a recommendation suited to your specific conditions.",rice,1
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,"Based on the conditions in your farmland, rice would be a suitable crop to grow.",rice,1
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,"Based on the conditions and past records, rice would be a suitable crop to grow on your farmland.",rice,1
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,"You should consider growing a crop other than rice, as your farmland's current conditions do not closely match the optimal conditions typically needed for rice. The pH value and temperature are significantly different, which can impact rice growth.",rice,1
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,"Based on the conditions and past data, rice would be a suitable crop for your farmland. The soil nutrients, temperature, humidity, pH, and rainfall are within the ranges that support good rice growth.",rice,1
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,"Based on your farmland's conditions, growing rice seems to be a suitable option. The current levels of nitrogen, phosphorus, potassium, temperature, humidity, and pH are close to the conditions where rice was successfully grown in the past.",rice,1
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,The conditions on your farmland suggest that rice would be a suitable crop to grow. The past data shows that rice has thrived in similar conditions.,rice,1
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,"Based on your data, your farmland seems suitable for growing rice. The conditions such as temperature, humidity, and nutrient levels closely match those from your successful past experiences with rice cultivation.",rice,1
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,"You should consider growing rice, as the current conditions on your farmland are similar to those you have previously had for successful rice cultivation.",rice,1
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,"Based on the given conditions and past experience, rice would be a suitable crop to grow on your farmland.",rice,1
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,"Based on the provided conditions and past experiences, growing rice would be a suitable choice for your farmland. The conditions like temperature, humidity, and soil nutrients are generally in a favorable range for rice cultivation.",rice,1
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,"Based on the given conditions, rice would be a suitable crop for your farmland. Your soil and climate data closely match the conditions favorable for growing rice based on past experiences.",rice,1
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,"Based on the given conditions and past experiences, you should grow rice on your farmland.",rice,1
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,"Based on the provided conditions, rice would be a suitable crop to grow on your farmland. The soil and climate conditions are close to what rice typically requires.",rice,1
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,"Given your soil and weather conditions, it is suitable to grow rice on your farmland.",rice,1
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,"Based on the data, rice would be a suitable crop to grow on your farmland.",rice,1
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,"Based on your current soil and weather conditions, rice is a suitable crop to grow on your farmland. The nutrient levels, temperature, humidity, and other factors match well with the conditions favorable for rice.",rice,1
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,"Based on the given data and previous successful conditions, rice seems a suitable crop to grow on your farmland. Your current conditions match closely with past conditions where rice was successfully grown.",rice,1
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,"Based on your farmland's soil and weather conditions, rice would be a suitable crop to grow. The nitrogen, phosphorus, potassium levels, temperature, humidity, pH, and rainfall are within the favorable range for rice cultivation.",rice,1
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,"Based on the data, you should consider growing rice. The conditions regarding nitrogen, humidity, and rainfall closely match your previous successful rice-growing experiences.",rice,1
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,"Based on your data, rice would be a suitable crop to grow on your farmland. The temperature, humidity, and other soil conditions are similar to those where rice has been successfully grown before.",rice,1
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,"Based on your soil and weather conditions, it would be suitable to grow rice.",rice,1
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,"Based on your provided conditions and past experiences, rice would be a suitable crop to grow on your farmland.",rice,1
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,"Based on the conditions similar to your past data, rice would be a suitable crop to grow on your farmland.",rice,1
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,You should grow rice. The conditions on your farmland are similar to those where you have successfully grown rice before.,rice,1
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,"Based on your farmland data and past experience, you should consider growing rice. The current conditions match well with the conditions where rice was successfully grown in the past.",rice,1
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,"Based on the provided conditions, your farmland is suitable for growing rice.",rice,1
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,"Given the conditions on your farmland, rice is a suitable crop to grow. The levels of nitrogen, phosphorus, potassium, temperature, humidity, pH, and rainfall are within the ranges seen in previous successful rice cultivation.",rice,1
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,"Given the conditions on your farmland, growing rice can be suitable. Your current data is within the range of past successful rice-growing conditions.",rice,1
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,"Based on the given data, it is suitable to grow rice on your farmland. The conditions such as nitrogen, phosphorus, potassium levels, temperature, and humidity match well with past successful rice cultivation experiences.",rice,1
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,"Based on your soil and climate conditions, rice seems to be a suitable crop for your farmland. The nutrient levels and weather conditions are close to those in your past successful rice crops.",rice,1
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,You should consider growing rice. The current conditions on your farmland are similar to those in past instances where rice was successfully grown.,rice,1
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,"Based on your soil and weather conditions, you should grow rice. The nitrogen, phosphorus, potassium, pH, temperature, humidity, and rainfall levels are similar to conditions where rice has been successfully grown before.",rice,1
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,"Given the conditions on your farmland, rice seems like a suitable crop to grow. The pH, temperature, humidity, and nutrient levels closely match the successful past conditions for rice cultivation.",rice,1
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,"Based on the given conditions, rice would be a suitable crop to grow on your farmland. The soil nutrients and environmental conditions match well with those required for rice cultivation.",rice,1
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,"Based on the data provided, rice would be a suitable crop to grow on your farmland. The conditions and nutrient levels are similar to those experienced by other farmers growing rice.",rice,1
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,"Based on the given conditions, your farmland is suitable for growing rice.",rice,1
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,"Based on the conditions and past experience, you should grow rice on your farmland. The provided data closely matches conditions conducive to rice cultivation.",rice,1
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,"Based on your soil and environmental conditions, rice could be a good crop to grow. The levels of nitrogen, phosphorus, and potassium, as well as the temperature, humidity, and rainfall, are close to previous successful conditions for rice.",rice,1
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,"Based on the conditions and your previous experience, rice would be a suitable crop to grow on your farmland.",rice,1
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,"You should consider growing rice, as the current conditions on your farmland are similar to the conditions where rice has been grown successfully in the past.",rice,1
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,"Based on the current conditions and past data, rice seems like a suitable crop to grow on your farmland. The conditions are quite similar to previous successful rice-growing environments.",rice,1
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,Your current soil and weather conditions are suitable for growing rice.,rice,1
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,"Based on the provided conditions, growing rice would be suitable for your farmland. The soil and weather conditions match well with previous successful rice-growing records.",rice,1
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,"Based on the provided conditions, rice seems suitable for your farmland.",rice,1
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,"Based on the data, it would be suitable to grow rice on your farmland. The conditions match well with your previous experience growing rice.",rice,1
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,"Based on your current soil and climate conditions, rice would be a suitable crop to grow on your farmland.",rice,1
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,"Based on your soil and environmental conditions, rice might not be the best choice since the pH is too low and nitrogen levels are not optimal. You should consider growing a crop that thrives in more acidic soil and can tolerate the current nutrient levels, such as potatoes or blueberries.",rice,1
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,"Based on the given conditions, you should grow rice on your farmland. The nitrogen, phosphorus, potassium, temperature, humidity, pH, and rainfall levels are all suitable for rice cultivation.",rice,1
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,"Based on the provided data and past experiences, rice would be a suitable crop for your farmland.",rice,1
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,"With your current soil and weather conditions, you should consider growing rice, as your land's requirements closely match the conditions typically needed for this crop.",rice,1
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,"Based on your farm's conditions, rice would be a suitable crop to grow. The soil and climate parameters align well with rice-growing requirements.",rice,1
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,"Based on your farmland conditions, rice would be a suitable crop to grow. Your soil nutrients, temperature, humidity, pH, and rainfall are within the ranges observed for rice cultivation.",rice,1
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,"Based on the provided conditions, you should consider growing rice. The soil and climate readings are suitable for rice cultivation.",rice,1
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,"Based on the given conditions, rice would be suitable for your farmland. The soil nutrients, temperature, humidity, and rainfall match well with rice-growing conditions.",rice,1
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,"Based on your farmland data and past experiences, it seems suitable for growing rice. The soil and climate conditions support rice cultivation well.",rice,1
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,"Based on the conditions of your farmland, with nitrogen, phosphorus, potassium, temperature, humidity, pH, and rainfall levels, rice would be a suitable crop to grow.",rice,1
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,"Based on your soil and climate conditions, rice seems to be a suitable crop to grow. Your farmland conditions are fairly similar to past instances where rice was successfully cultivated.",rice,1
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,"Based on your farmland's conditions, you should consider growing rice.",rice,1
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,"Based on your farmland's conditions and past experiences, you should consider growing rice. The data indicates that rice has been successfully grown in similar conditions before.",rice,1
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,"Based on your farmland's conditions, it is best to grow rice. The nutrient levels, temperature, humidity, pH, and rainfall are suitable for rice cultivation.",rice,1
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,"Based on your farmland's current conditions and past successful data, rice seems like a good choice to grow.",rice,1
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,"Based on the conditions you provided, rice seems to be a suitable crop for your farmland.",rice,1
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,"Based on the data about your soil and weather conditions, rice seems to be a suitable crop to grow on your farmland. The conditions align well with the past successful experiences of growing rice.",rice,1
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,"Based on your soil and weather conditions, you should grow a crop that can thrive with lower nitrogen and moderate phosphorus and potassium levels, like wheat or barley. Rice may not be suitable due to the lower nitrogen levels and slightly cooler temperature.",rice,0
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,"Based on the conditions of your farmland, you can grow rice. The parameters are favorable for its growth.",rice,1
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,The conditions on your farmland are suitable for growing rice.,rice,1
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,"Based on the conditions of your farmland, you should consider growing rice. The soil nutrients, temperature, humidity, and rainfall are suitable for rice cultivation.",rice,1
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,"Based on your provided data, rice seems suitable for your farmland. The conditions of nitrogen, phosphorus, potassium, temperature, humidity, pH, and rainfall are within the range where rice has grown well in the past.",rice,1
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,You should grow rice on your farmland. The conditions are similar to those where rice has been successfully grown in the past.,rice,1
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,"Based on the provided data, it looks like maize may not be ideal due to the lower potassium and slightly acidic pH levels. You might consider growing crops that can tolerate lower potassium and slightly acidic soil, like potatoes or carrots.",maize,1
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,"Based on the data you provided, growing maize seems suitable. The conditions are very similar to past successful maize growths.",maize,1
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,"Based on the given conditions of your farmland, you should consider growing maize. The soil nutrients and environmental factors are generally within the range suitable for maize.",maize,1
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,"Based on the given conditions, it seems that maize would be a suitable crop for your farmland. The nutrient levels, temperature, humidity, pH, and rainfall all fall within ranges where maize has been successfully grown in the past.",maize,1
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,"Based on your soil and weather conditions, maize would be a suitable crop for your farmland.",maize,1
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,"Based on the data, maize is a good crop choice for your farmland. The soil and weather conditions are generally suitable for it.",maize,1
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,"Given the conditions of your farmland, you should consider growing maize. The soil nutrients, temperature, humidity, pH, and rainfall are suitable for maize cultivation based on your past experience.",maize,1
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,"Given the provided conditions and your past experience, maize seems to be a suitable crop for your farmland.",maize,1
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,"Based on your farmland's conditions and comparison with past data, maize would be a suitable crop to grow. The soil nutrients, temperature, humidity, pH, and rainfall levels all align well for maize cultivation.",maize,1
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,"Based on the given data and past experience, maize would be a suitable crop to grow on your farmland. The current conditions are generally within the range where maize has been grown successfully before.",maize,1
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,"Based on your current soil and weather conditions, maize should grow well on your farmland.",maize,1
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,"Based on your current soil and environmental conditions, maize would be a suitable crop to grow. The nutrient levels, pH, and climate match well with the conditions where you have successfully grown maize before.",maize,1
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,"Based on the given data, maize is a suitable crop to grow on your farmland.",maize,1
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,Maize would likely grow well on your farmland based on the given conditions.,maize,0
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,"You should grow maize, as it matches the soil and weather conditions you have.",maize,1
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,"You should grow maize on your farmland. The current conditions, especially the nutrient levels, temperature, and pH, are suitable for growing maize based on your past experience.",maize,1
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,You should grow maize on your farmland. The conditions closely match the previous successful maize-growing scenarios.,maize,1
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,"Your land has lower nitrogen and phosphorus levels compared to past conditions for growing maize. It's advisable to grow a different crop, or you can amend your soil with fertilizers to increase the nitrogen and phosphorus levels if you wish to grow maize.",maize,1
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,"Based on past experience and your current soil and weather conditions, growing maize would be a suitable choice.",maize,1
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,"Given your current conditions, you can consider growing maize. The nitrogen, phosphorus, potassium levels, and pH are suitable, but you might need to monitor or adjust temperature and rainfall for optimal growth.",maize,1
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,"Based on the conditions and past experience, growing maize would be suitable for your farmland.",maize,1
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,"You should consider growing maize on your farmland. The conditions on your land are generally suitable for maize, although you might need to adjust the pH level slightly to optimize growth.",maize,1
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,"Based on the provided data, maize seems to be a suitable crop for your current farmland conditions.",maize,1
83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,"Based on the data provided and the past success with similar conditions, maize would be a suitable crop to grow on your farmland.",maize,1
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,The current conditions on your farmland indicate that maize would be a suitable crop to grow.,maize,1
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,"Based on the given data and similar past conditions, maize seems to be a suitable crop for your farmland.",maize,1
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,"Based on past experiences and the current conditions of your farmland, maize would be a suitable crop to grow.",maize,1
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,"Based on your soil and environmental conditions, maize would be a suitable crop to grow.",maize,1
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,"Based on the given conditions, growing maize seems to be a good option. The nutrient levels, temperature, humidity, pH, and rainfall are similar to the conditions where maize grew successfully in the past.",maize,1
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,"You should grow maize, as the current conditions on your farmland are similar to those where you have successfully grown maize in the past.",maize,1
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,"Based on your farmland data, it appears suitable for growing maize as past conditions for maize have similar nutrient levels, temperature, pH, and humidity.",maize,1
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,"Based on your soil and climate conditions, maize would be a suitable crop to grow on your farmland.",maize,1
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,"Based on the current soil and weather conditions, maize would be a suitable crop to grow on your farmland. Your data matches well with past conditions where maize was successfully grown.",maize,1
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,"Based on your soil and climate conditions, you should grow maize.",maize,1
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,"Based on your soil and environmental conditions, maize would be a suitable crop for your farmland.",maize,1
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,"Based on your current soil and climate conditions, maize would be a suitable crop to grow. The nutrient levels, temperature, humidity, pH, and rainfall are comparable to the conditions under which you previously grew maize successfully.",maize,1
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,You should consider growing maize on your farmland. The current conditions are similar to past conditions where maize was successfully grown.,maize,1
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,"Based on your current soil and weather conditions, maize would be a suitable crop to grow on your farmland.",maize,1
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,"Considering your farmland's current conditions, maize would be a suitable crop to grow.",maize,1
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,"Based on your data, it seems suitable for growing maize as you’ve had success with similar conditions in the past.",maize,1
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,"Based on your land's conditions and past experience, maize would be a suitable crop to grow.",maize,1
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,"Based on the data, maize would be a suitable crop to grow on your farmland. The conditions mostly align with previous successful maize growing conditions.",maize,1
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,"Based on the conditions, maize would be a suitable crop for your farmland.",maize,1
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,"Based on the conditions and past experience, you can grow maize on your farmland.",maize,1
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,"Based on the conditions and past experience, growing maize would be a suitable choice for your farmland.",maize,1
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,"You should grow maize. The soil nutrients, temperature, humidity, pH, and rainfall levels are suitable for maize based on past experience.",maize,1
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,Maize can be a suitable crop for your farmland. Your soil and environmental conditions are quite similar to the values successful for growing maize in the past.,maize,1
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,"Based on the data provided, you should be able to grow maize successfully on your farmland. The nutrient levels, temperature, humidity, pH, and rainfall are all within the ranges favorable for maize growth.",maize,1
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,"Based on the provided data, maize (corn) appears suitable for your farmland. The environmental conditions match those under which maize has been successfully grown in the past.",maize,1
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,"Based on the soil and climate conditions, maize would be a suitable crop to grow on your farmland.",maize,1
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,"Based on the provided soil and climate conditions, maize appears to be a suitable crop for your farmland.",maize,1
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,"Based on the provided conditions and past experiences, growing maize would be suitable for your farmland.",maize,1
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,"Based on your farmland's conditions and past data, growing maize would be a good option. The soil nutrients, temperature, humidity, pH value, and rainfall are suitable for maize.",maize,1
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,You should grow maize on your farmland since the conditions are quite similar to the previous successful records for growing maize. Just consider increasing the nitrogen level slightly for optimal growth.,maize,1
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,"Based on the given data, maize would be a suitable crop to grow on your farmland. Your soil and weather conditions are similar to past instances where maize was successfully grown.",maize,1
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,"Based on your farmland conditions and past experience, maize would be a suitable crop to grow.",maize,1
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,"Based on the given conditions and the past experience with similar data, maize would be a good crop to grow.",maize,1
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,You should grow maize on your farmland. The conditions are suitable based on your soil and weather data.,maize,1
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,"Based on your soil and weather conditions, maize would be a good crop to grow on your farmland.",maize,1
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,"Based on the current soil and weather conditions on your farmland, maize would be a suitable crop to grow. The conditions are similar to past situations when maize was successfully cultivated.",maize,1
79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,"Based on the conditions of your farmland, maize would be a suitable crop for you.",maize,1
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,"Based on the soil data and past experience, maize would be suitable for your farmland.",maize,1
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,"Consider adding lime to the soil to raise the pH and increase the nitrogen levels. After adjustments, maize would be a suitable crop to grow.",maize,1
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,"Based on the provided soil and weather conditions, maize would be a suitable crop to grow on your farmland.",maize,1
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,"Based on the data, maize is a good crop choice for your farmland. The conditions are reasonably close to those where you've successfully grown maize in the past.",maize,1
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,"Based on your farmland conditions, maize is a good option. The soil nutrients, temperature, humidity, pH level, and rainfall are suitable for growing maize.",maize,1
